	imin	imax	jmin	jmax	latmin	latmax	lonmin	lonmax
Box_201	4074	4133	2410	2469	42.299787521362305	43.060455322265625	-29.008779525756836	-30.019760131835938
Box_202	4074	4133	2470	2529	43.060455322265625	43.814117431640625	-29.010544776916504	-30.02321147918701
Box_203	4074	4133	2530	2590	43.814117431640625	44.56081962585449	-29.012593269348145	-30.027121543884277
Box_204	4074	4133	2590	2650	44.56081962585449	45.300615310668945	-29.01495933532715	-30.03153705596924
Box_205	4074	4133	2650	2710	45.300615310668945	46.033559799194336	-29.017683029174805	-30.036505699157715
Box_206	4074	4133	2710	2770	46.033559799194336	46.75971794128418	-29.02080249786377	-30.042078971862793
Box_207	4074	4133	2771	2830	46.75971794128418	47.47915840148926	-29.02436351776123	-30.04831027984619
Box_208	4074	4133	2831	2890	47.47915840148926	48.19195747375488	-29.02841567993164	-30.05526065826416
Box_209	4074	4133	2891	2950	48.19195747375488	48.898193359375	-29.033008575439453	-30.062993049621582
Box_210	4074	4133	2951	3010	48.898193359375	49.59794998168945	-29.038198471069336	-30.071572303771973
Box_211	4074	4133	3011	3071	49.59794998168945	50.29132080078125	-29.04404640197754	-30.08107089996338
Box_212	4074	4133	3071	3131	50.29132080078125	50.97840118408203	-29.050615310668945	-30.091565132141113
Box_213	4074	4133	3131	3191	50.97840118408203	51.65928840637207	-29.057973861694336	-30.10313606262207
Box_214	4074	4133	3191	3251	51.65928840637207	52.33408546447754	-29.066198348999023	-30.115870475769043
Box_215	4074	4133	3251	3311	52.33408546447754	53.00290298461914	-29.07536506652832	-30.129858016967773
Box_216	4074	4134	3311	3371	53.00290298461914	53.66585159301758	-29.08556079864502	-30.1451997756958
Box_217	4074	4134	3372	3432	53.66585159301758	54.32304382324219	-29.09687614440918	-30.16200065612793
Box_218	4074	4134	3432	3492	54.32304382324219	54.9745979309082	-29.109407424926758	-30.180371284484863
Box_219	4074	4134	3492	3552	54.9745979309082	55.620635986328125	-29.123258590698242	-30.200429916381836
Box_220	4134	4193	2350	2409	41.5343074798584	42.302289962768555	-27.997695922851562	-29.007265090942383
Box_221	4134	4193	2410	2469	42.302289962768555	43.06325149536133	-27.997673988342285	-29.008779525756836
Box_222	4134	4193	2470	2530	43.06325149536133	43.81723213195801	-27.99773406982422	-29.010544776916504
Box_223	4134	4193	2530	2590	43.81723213195801	44.56427574157715	-27.997900009155273	-29.012593269348145
Box_224	4134	4193	2591	2650	44.56427574157715	45.30443572998047	-27.998193740844727	-29.01495933532715
Box_225	4134	4193	2651	2710	45.30443572998047	46.037771224975586	-27.998645782470703	-29.017683029174805
Box_226	4134	4193	2711	2770	46.037771224975586	46.764347076416016	-27.999284744262695	-29.02080249786377
Box_227	4134	4193	2771	2830	46.764347076416016	47.48423194885254	-28.000144958496094	-29.02436351776123
Box_228	4134	4193	2831	2890	47.48423194885254	48.19750213623047	-28.001264572143555	-29.02841567993164
Box_229	4134	4193	2891	2950	48.19750213623047	48.90423774719238	-28.002681732177734	-29.033008575439453
Box_230	4134	4193	2951	3010	48.90423774719238	49.60452461242676	-28.004443168640137	-29.038198471069336
Box_231	4134	4193	3011	3071	49.60452461242676	50.2984561920166	-28.006596565246582	-29.04404640197754
Box_232	4134	4193	3071	3131	50.2984561920166	50.986127853393555	-28.009193420410156	-29.050615310668945
Box_233	4134	4193	3131	3191	50.986127853393555	51.66763877868652	-28.012290954589844	-29.057973861694336
Box_234	4134	4193	3192	3251	51.66763877868652	52.34309387207031	-28.01595115661621	-29.066198348999023
Box_235	4134	4193	3252	3311	52.34309387207031	53.012603759765625	-28.020238876342773	-29.07536506652832
Box_236	4134	4193	3312	3372	53.012603759765625	53.676279067993164	-28.025226593017578	-29.08556079864502
Box_237	4134	4193	3372	3432	53.676279067993164	54.3342342376709	-28.030988693237305	-29.09687614440918
Box_238	4134	4193	3432	3492	54.3342342376709	54.98658752441406	-28.037609100341797	-29.109407424926758
Box_239	4134	4193	3492	3552	54.98658752441406	55.63346290588379	-28.045174598693848	-29.123258590698242
Box_240	4194	4253	2350	2409	41.53542137145996	42.303571701049805	-26.988033294677734	-27.997695922851562
Box_241	4194	4253	2410	2470	42.303571701049805	43.06471633911133	-26.986459732055664	-27.997673988342285
Box_242	4194	4253	2470	2530	43.06471633911133	43.818899154663086	-26.984798431396484	-27.99773406982422
Box_243	4194	4253	2531	2590	43.818899154663086	44.5661678314209	-26.983062744140625	-27.997900009155273
Box_244	4194	4253	2591	2650	44.5661678314209	45.306575775146484	-26.9812650680542	-27.998193740844727
Box_245	4194	4253	2651	2710	45.306575775146484	46.04018020629883	-26.97942352294922	-27.998645782470703
Box_246	4194	4253	2711	2770	46.04018020629883	46.767045974731445	-26.977558135986328	-27.999284744262695
Box_247	4194	4253	2771	2830	46.767045974731445	47.48724555969238	-26.975690841674805	-28.000144958496094
Box_248	4194	4253	2831	2890	47.48724555969238	48.20085525512695	-26.973848342895508	-28.001264572143555
Box_249	4194	4253	2891	2950	48.20085525512695	48.90795707702637	-26.972060203552246	-28.002681732177734
Box_250	4194	4253	2951	3011	48.90795707702637	49.60864067077637	-26.970358848571777	-28.004443168640137
Box_251	4194	4253	3012	3071	49.60864067077637	50.302995681762695	-26.968780517578125	-28.006596565246582
Box_252	4194	4253	3072	3131	50.302995681762695	50.99111747741699	-26.96736717224121	-28.009193420410156
Box_253	4194	4253	3132	3191	50.99111747741699	51.67311096191406	-26.966160774230957	-28.012290954589844
Box_254	4194	4253	3192	3251	51.67311096191406	52.34908103942871	-26.965210914611816	-28.01595115661621
Box_255	4194	4253	3252	3311	52.34908103942871	53.019134521484375	-26.96457004547119	-28.020238876342773
Box_256	4194	4253	3312	3372	53.019134521484375	53.68338584899902	-26.964295387268066	-28.025226593017578
Box_257	4194	4253	3373	3432	53.68338584899902	54.34195518493652	-26.964447021484375	-28.030988693237305
Box_258	4194	4253	3433	3492	54.34195518493652	54.99495887756348	-26.965094566345215	-28.037609100341797
Box_259	4194	4253	3493	3552	54.99495887756348	55.64251899719238	-26.966307640075684	-28.045174598693848
Box_260	4253	4313	2350	2410	41.5354061126709	42.30361747741699	-25.978291511535645	-26.988033294677734
Box_261	4253	4313	2410	2470	42.30361747741699	43.06483840942383	-25.97515296936035	-26.986459732055664
Box_262	4253	4313	2471	2530	43.06483840942383	43.81911087036133	-25.971757888793945	-26.984798431396484
Box_263	4253	4313	2531	2590	43.81911087036133	44.566484451293945	-25.968104362487793	-26.983062744140625
Box_264	4253	4313	2591	2650	44.566484451293945	45.307016372680664	-25.964198112487793	-26.9812650680542
Box_265	4253	4313	2651	2710	45.307016372680664	46.04076385498047	-25.96004581451416	-26.97942352294922
Box_266	4253	4313	2711	2770	46.04076385498047	46.76779365539551	-25.955655097961426	-26.977558135986328
Box_267	4253	4313	2771	2830	46.76779365539551	47.48817825317383	-25.951038360595703	-26.975690841674805
Box_268	4253	4313	2831	2891	47.48817825317383	48.201995849609375	-25.946210861206055	-26.973848342895508
Box_269	4254	4313	2891	2951	48.201995849609375	48.90933036804199	-25.941190719604492	-26.972060203552246
Box_270	4254	4313	2952	3011	48.90933036804199	49.61026954650879	-25.935998916625977	-26.970358848571777
Box_271	4254	4313	3012	3071	49.61026954650879	50.30490684509277	-25.930660247802734	-26.968780517578125
Box_272	4254	4313	3072	3131	50.30490684509277	50.99333953857422	-25.92520236968994	-26.96736717224121
Box_273	4254	4313	3132	3191	50.99333953857422	51.6756706237793	-25.91965675354004	-26.966160774230957
Box_274	4254	4313	3192	3252	51.6756706237793	52.352006912231445	-25.91405963897705	-26.965210914611816
Box_275	4254	4313	3252	3312	52.352006912231445	53.0224609375	-25.908448219299316	-26.96457004547119
Box_276	4254	4313	3313	3372	53.0224609375	53.6871452331543	-25.902867317199707	-26.964295387268066
Box_277	4254	4313	3373	3432	53.6871452331543	54.346174240112305	-25.897361755371094	-26.964447021484375
Box_278	4254	4313	3433	3492	54.346174240112305	54.999671936035156	-25.891984939575195	-26.965094566345215
Box_279	4254	4313	3493	3553	54.999671936035156	55.64776420593262	-25.886791229248047	-26.966307640075684
Box_280	4313	4372	2350	2410	41.53425407409668	42.30241584777832	-24.968483924865723	-25.978291511535645
Box_281	4313	4372	2410	2470	42.30241584777832	43.0635986328125	-24.96377182006836	-25.97515296936035
Box_282	4313	4372	2471	2530	43.0635986328125	43.81784629821777	-24.958630561828613	-25.971757888793945
Box_283	4313	4372	2531	2590	43.81784629821777	44.565208435058594	-24.95304775238037	-25.968104362487793
Box_284	4313	4372	2591	2650	44.565208435058594	45.30574035644531	-24.947019577026367	-25.964198112487793
Box_285	4313	4372	2651	2710	45.30574035644531	46.03950500488281	-24.940540313720703	-25.96004581451416
Box_286	4313	4372	2711	2770	46.03950500488281	46.766571044921875	-24.933609008789062	-25.955655097961426
Box_287	4313	4372	2771	2831	46.766571044921875	47.487009048461914	-24.926225662231445	-25.951038360595703
Box_288	4313	4372	2831	2891	47.487009048461914	48.20090103149414	-24.918395042419434	-25.946210861206055
Box_289	4313	4372	2891	2951	48.20090103149414	48.9083309173584	-24.91012191772461	-25.941190719604492
Box_290	4313	4372	2952	3011	48.9083309173584	49.60938835144043	-24.90141773223877	-25.935998916625977
Box_291	4313	4372	3012	3071	49.60938835144043	50.304168701171875	-24.892294883728027	-25.930660247802734
Box_292	4313	4373	3072	3132	50.304168701171875	50.99276924133301	-24.882766723632812	-25.92520236968994
Box_293	4313	4372	3132	3192	50.99276924133301	51.67529296875	-24.872854232788086	-25.91965675354004
Box_294	4313	4373	3192	3252	51.67529296875	52.351850509643555	-24.86258029937744	-25.91405963897705
Box_295	4313	4373	3253	3312	52.351850509643555	53.022552490234375	-24.85196590423584	-25.908448219299316
Box_296	4313	4373	3313	3372	53.022552490234375	53.68751335144043	-24.841044425964355	-25.902867317199707
Box_297	4313	4373	3373	3433	53.68751335144043	54.346853256225586	-24.82984447479248	-25.897361755371094
Box_298	4313	4373	3433	3493	54.346853256225586	55.000694274902344	-24.81840419769287	-25.891984939575195
Box_299	4313	4373	3493	3553	55.000694274902344	55.6491584777832	-24.806760787963867	-25.886791229248047
Box_300	4373	4432	2350	2410	41.53194999694824	42.299957275390625	-23.95862579345703	-24.968483924865723
Box_301	4373	4432	2410	2470	42.299957275390625	43.060991287231445	-23.952332496643066	-24.96377182006836
Box_302	4373	4432	2471	2530	43.060991287231445	43.81509590148926	-23.945435523986816	-24.958630561828613
Box_303	4373	4432	2531	2590	43.81509590148926	44.56232452392578	-23.937914848327637	-24.95304775238037
Box_304	4373	4432	2591	2650	44.56232452392578	45.302734375	-23.929755210876465	-24.947019577026367
Box_305	4373	4432	2651	2711	45.302734375	46.03639030456543	-23.92093849182129	-24.940540313720703
Box_306	4373	4432	2711	2771	46.03639030456543	46.76336097717285	-23.91145420074463	-24.933609008789062
Box_307	4373	4432	2771	2831	46.76336097717285	47.483720779418945	-23.901291847229004	-24.926225662231445
Box_308	4373	4432	2831	2891	47.483720779418945	48.19755172729492	-23.890442848205566	-24.918395042419434
Box_309	4373	4432	2892	2951	48.19755172729492	48.90493965148926	-23.87890338897705	-24.91012191772461
Box_310	4373	4432	2952	3011	48.90493965148926	49.60597610473633	-23.866670608520508	-24.90141773223877
Box_311	4373	4432	3012	3072	49.60597610473633	50.30075454711914	-23.853745460510254	-24.892294883728027
Box_312	4373	4432	3072	3132	50.30075454711914	50.98937797546387	-23.840129852294922	-24.882766723632812
Box_313	4373	4432	3132	3192	50.98937797546387	51.67195129394531	-23.825830459594727	-24.872854232788086
Box_314	4373	4432	3192	3252	51.67195129394531	52.348581314086914	-23.810856819152832	-24.86258029937744
Box_315	4373	4432	3253	3313	52.348581314086914	53.01938247680664	-23.795217514038086	-24.85196590423584
Box_316	4373	4432	3313	3373	53.01938247680664	53.684471130371094	-23.778929710388184	-24.841044425964355
Box_317	4373	4432	3373	3433	53.684471130371094	54.34396553039551	-23.762009620666504	-24.82984447479248
Box_318	4373	4432	3433	3493	54.34396553039551	54.997989654541016	-23.744476318359375	-24.81840419769287
Box_319	4373	4432	3494	3554	54.997989654541016	55.64666938781738	-23.726351737976074	-24.806760787963867
Box_320	4433	4492	2350	2410	41.528493881225586	42.296234130859375	-22.94873046875	-23.95862579345703
Box_321	4433	4492	2411	2470	42.296234130859375	43.057003021240234	-22.940850257873535	-23.952332496643066
Box_322	4433	4492	2471	2530	43.057003021240234	43.810848236083984	-22.932193756103516	-23.945435523986816
Box_323	4433	4492	2531	2590	43.810848236083984	44.557823181152344	-22.9227294921875	-23.937914848327637
Box_324	4433	4492	2591	2651	44.557823181152344	45.29798698425293	-22.91243076324463	-23.929755210876465
Box_325	4433	4492	2651	2711	45.29798698425293	46.03140449523926	-22.901269912719727	-23.92093849182129
Box_326	4433	4492	2711	2771	46.03140449523926	46.758148193359375	-22.889225959777832	-23.91145420074463
Box_327	4433	4492	2771	2831	46.758148193359375	47.47829818725586	-22.876275062561035	-23.901291847229004
Box_328	4433	4492	2831	2891	47.47829818725586	48.191932678222656	-22.86240005493164	-23.890442848205566
Box_329	4433	4492	2892	2952	48.191932678222656	48.899139404296875	-22.847583770751953	-23.87890338897705
Box_330	4433	4492	2952	3012	48.899139404296875	49.60001182556152	-22.831812858581543	-23.866670608520508
Box_331	4433	4492	3012	3072	49.60001182556152	50.294647216796875	-22.815074920654297	-23.853745460510254
Box_332	4433	4492	3072	3132	50.294647216796875	50.9831485748291	-22.79736042022705	-23.840129852294922
Box_333	4433	4492	3132	3192	50.9831485748291	51.66562080383301	-22.778661727905273	-23.825830459594727
Box_334	4433	4492	3193	3253	51.66562080383301	52.3421745300293	-22.7589750289917	-23.810856819152832
Box_335	4433	4492	3253	3313	52.3421745300293	53.01292419433594	-22.73829746246338	-23.795217514038086
Box_336	4433	4492	3313	3373	53.01292419433594	53.67798614501953	-22.716628074645996	-23.778929710388184
Box_337	4432	4492	3373	3434	53.67798614501953	54.337480545043945	-22.693970680236816	-23.762009620666504
Box_338	4432	4492	3434	3494	54.337480545043945	54.991533279418945	-22.670327186584473	-23.744476318359375
Box_339	4432	4492	3494	3554	54.991533279418945	55.6402702331543	-22.645703315734863	-23.726351737976074
Box_340	4493	4552	2350	2410	41.52387046813965	42.29123497009277	-21.93881320953369	-22.94873046875
Box_341	4493	4552	2411	2470	42.29123497009277	43.051626205444336	-21.929344177246094	-22.940850257873535
Box_342	4493	4552	2471	2530	43.051626205444336	43.80509376525879	-21.91892433166504	-22.932193756103516
Box_343	4493	4552	2531	2591	43.80509376525879	44.551692962646484	-21.90751361846924	-22.9227294921875
Box_344	4493	4552	2591	2651	44.551692962646484	45.29148483276367	-21.89507293701172	-22.91243076324463
Box_345	4493	4552	2651	2711	45.29148483276367	46.02453804016113	-21.88156509399414	-22.901269912719727
Box_346	4493	4552	2711	2771	46.02453804016113	46.750925064086914	-21.866957664489746	-22.889225959777832
Box_347	4493	4552	2771	2831	46.750925064086914	47.470726013183594	-21.851215362548828	-22.876275062561035
Box_348	4493	4552	2832	2892	47.470726013183594	48.18402671813965	-21.83431053161621	-22.86240005493164
Box_349	4492	4552	2892	2952	48.18402671813965	48.890913009643555	-21.816214561462402	-22.847583770751953
Box_350	4492	4552	2952	3012	48.890913009643555	49.59148025512695	-21.796900749206543	-22.831812858581543
Box_351	4492	4552	3012	3072	49.59148025512695	50.28582954406738	-21.77634620666504	-22.815074920654297
Box_352	4492	4552	3072	3133	50.28582954406738	50.97406196594238	-21.754528045654297	-22.79736042022705
Box_353	4492	4552	3132	3193	50.97406196594238	51.65628623962402	-21.731425285339355	-22.778661727905273
Box_354	4492	4552	3193	3253	51.65628623962402	52.33261299133301	-21.707021713256836	-22.7589750289917
Box_355	4492	4552	3253	3313	52.33261299133301	53.003156661987305	-21.681300163269043	-22.73829746246338
Box_356	4492	4552	3313	3373	53.003156661987305	53.66803741455078	-21.654244422912598	-22.716628074645996
Box_357	4492	4552	3374	3434	53.66803741455078	54.327375411987305	-21.625843048095703	-22.693970680236816
Box_358	4492	4552	3434	3494	54.327375411987305	54.98129653930664	-21.596083641052246	-22.670327186584473
Box_359	4492	4551	3494	3554	54.98129653930664	55.62992858886719	-21.56495475769043	-22.645703315734863
Box_360	4553	4612	2350	2410	41.5180778503418	42.28495407104492	-20.92888832092285	-21.93881320953369
Box_361	4553	4612	2411	2470	42.28495407104492	43.044851303100586	-20.91783046722412	-21.929344177246094
Box_362	4553	4612	2471	2531	43.044851303100586	43.797821044921875	-20.90564727783203	-21.91892433166504
Box_363	4553	4612	2531	2591	43.797821044921875	44.543922424316406	-20.892290115356445	-21.90751361846924
Box_364	4553	4612	2591	2651	44.543922424316406	45.28321838378906	-20.877707481384277	-21.89507293701172
Box_365	4553	4612	2651	2711	45.28321838378906	46.01577568054199	-20.861854553222656	-21.88156509399414
Box_366	4552	4612	2711	2771	46.01577568054199	46.74167442321777	-20.84468364715576	-21.866957664489746
Box_367	4552	4612	2771	2832	46.74167442321777	47.460994720458984	-20.826151847839355	-21.851215362548828
Box_368	4552	4612	2832	2892	47.460994720458984	48.1738224029541	-20.806218147277832	-21.83431053161621
Box_369	4552	4612	2892	2952	48.1738224029541	48.8802490234375	-20.784844398498535	-21.816214561462402
Box_370	4552	4612	2952	3012	48.8802490234375	49.58036994934082	-20.761990547180176	-21.796900749206543
Box_371	4552	4612	3012	3072	49.58036994934082	50.2742862701416	-20.737621307373047	-21.77634620666504
Box_372	4552	4612	3073	3133	50.2742862701416	50.96210289001465	-20.711702346801758	-21.754528045654297
Box_373	4552	4612	3133	3193	50.96210289001465	51.64392852783203	-20.684199333190918	-21.731425285339355
Box_374	4552	4612	3193	3253	51.64392852783203	52.319875717163086	-20.65508270263672	-21.707021713256836
Box_375	4552	4612	3253	3314	52.319875717163086	52.99006271362305	-20.624320030212402	-21.681300163269043
Box_376	4552	4611	3313	3374	52.99006271362305	53.65460777282715	-20.591883659362793	-21.654244422912598
Box_377	4552	4611	3374	3434	53.65460777282715	54.31363296508789	-20.557744026184082	-21.625843048095703
Box_378	4552	4611	3434	3495	54.31363296508789	54.96726417541504	-20.521873474121094	-21.596083641052246
Box_379	4552	4611	3494	3554	54.96726417541504	55.61562919616699	-20.484244346618652	-21.56495475769043
Box_380	4613	4672	2351	2410	41.51111030578613	42.27738952636719	-19.918971061706543	-20.92888832092285
Box_381	4613	4672	2411	2471	42.27738952636719	43.036678314208984	-19.906325340270996	-20.91783046722412
Box_382	4613	4672	2471	2531	43.036678314208984	43.78903007507324	-19.892383575439453	-20.90564727783203
Box_383	4613	4672	2531	2591	43.78903007507324	44.534507751464844	-19.87708282470703	-20.892290115356445
Box_384	4612	4672	2591	2651	44.534507751464844	45.27317810058594	-19.86036205291748	-20.877707481384277
Box_385	4612	4672	2651	2711	45.27317810058594	46.00511360168457	-19.842166900634766	-20.861854553222656
Box_386	4612	4672	2711	2771	46.00511360168457	46.73039245605469	-19.822439193725586	-20.84468364715576
Box_387	4612	4672	2772	2832	46.73039245605469	47.44909477233887	-19.80112361907959	-20.826151847839355
Box_388	4612	4672	2832	2892	47.44909477233887	48.161312103271484	-19.77816867828369	-20.806218147277832
Box_389	4612	4672	2892	2952	48.161312103271484	48.86713790893555	-19.75352382659912	-20.784844398498535
Box_390	4612	4672	2952	3012	48.86713790893555	49.566667556762695	-19.72713851928711	-20.761990547180176
Box_391	4612	4672	3012	3072	49.566667556762695	50.260005950927734	-19.698963165283203	-20.737621307373047
Box_392	4612	4671	3073	3133	50.260005950927734	50.94725799560547	-19.668953895568848	-20.711702346801758
Box_393	4612	4672	3133	3193	50.94725799560547	51.6285343170166	-19.637062072753906	-20.684199333190918
Box_394	4611	4672	3194	3253	51.6285343170166	52.303951263427734	-19.603243827819824	-20.65508270263672
Box_395	4611	4672	3254	3314	52.303951263427734	52.97362518310547	-19.56745433807373	-20.624320030212402
Box_396	4612	4671	3313	3375	52.97362518310547	53.637678146362305	-19.529650688171387	-20.591883659362793
Box_397	4612	4671	3374	3434	53.637678146362305	54.29623222351074	-19.489788055419922	-20.557744026184082
Box_398	4612	4672	3435	3494	54.29623222351074	54.949411392211914	-19.447823524475098	-20.521873474121094
Box_399	4612	4670	3495	3556	54.949411392211914	55.59734916687012	-19.403712272644043	-20.484244346618652
